"kpgzCode";"kpgzName";"global_id";
"01.02.10.43.430.02";"ЛЮТЕИНИЗИРУЮЩИЙ ГОРМОН ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)";"919184161";
"01.02.10.43.430.03";"ЛЮТЕИНИЗИРУЮЩИЙ ГОРМОН ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ";"919184163";
"01.02.10.43.430.04";"ЛЮТЕИНИЗИРУЮЩИЙ ГОРМОН ИВД, КАЛИБРАТОР";"919184165";
"01.02.10.43.430.05";"ЛЮТЕИНИЗИРУЮЩИЙ ГОРМОН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"919184167";
"01.02.10.43.484";"МНОЖЕСТВЕННЫЕ ВИДЫ BABESIA НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184169";
"01.02.10.43.430.06";"ЛЮТЕИНИЗИРУЮЩИЙ ГОРМОН ИВД, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ";"919184171";
"01.02.10.43.375.01";"КАРБАПЕНЕМАЗЫ МНОЖЕСТВЕННЫХ БАКТЕРИЙ НУКЛЕИНОВЫЕ КИСЛОТЫ, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ";"919184173";
"01.02.10.43.246";"ВИРУСЫ ЗАПАДНОГО НИЛА ИВД";"919184175";
"01.02.10.43.249";"ВИРУСЫ КЛЕЩЕВОГО ЭНЦЕФАЛИТА ИВД";"919184177";
"01.02.10.43.250";"ВИРУСЫ КОКСАКИ ИВД";"919184180";
"01.02.10.43.251";"ВИРУСЫ КОНГО-КРЫМСКОЙ ГЕМОРРАГИЧЕСКОЙ ЛИХОРАДКИ ИВД";"919184182";
"01.02.10.43.252";"ВИРУСЫ КОРИ ИВД";"919184184";
"01.02.10.43.253";"ВИРУСЫ КРАСНУХИ ИВД";"919184186";
"01.02.10.43.215";"БЕТА-ГЕМОЛИТИЧЕСКИЙ СТРЕПТОКОК ИВД";"919184188";
"01.02.10.43.216";"БЕТА-ГИДРОКСИБУТИРАТ ИВД";"919184190";
"01.02.10.43.485";"МНОЖЕСТВЕННЫЕ ВИДЫ BARTONELLA АНТИТЕЛА ИВД";"919184192";
"01.02.10.43.220";"БИКАРБОНАТ (HCO3-) ИВД";"919184194";
"01.02.10.43.227";"БУПРЕНОРФИН ИВД";"919184196";
"01.02.10.43.234";"ВАЛЬПРОЕВАЯ КИСЛОТА ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД";"919184198";
"01.02.10.43.230";"БУФЕРНЫЙ РАЗБАВИТЕЛЬ ОБРАЗЦОВ ИВД";"919184200";
"01.02.10.43.235";"ВАН ГИЗОНА ИВД";"919184202";
"01.02.10.43.237";"ВАНКОМИЦИН ИВД";"919184204";
"01.02.10.43.504";"МНОЖЕСТВЕННЫЕ ВИДЫ STREPTOCOCCUS SPP. ОПРЕДЕЛЕНИЕ ИЗОЛЯТА КУЛЬТУРЫ ИВД";"919184206";
"01.02.10.43.505";"МНОЖЕСТВЕННЫЕ ВИДЫ VIBRIO SPP. ОПРЕДЕЛЕНИЕ ИЗОЛЯТА КУЛЬТУРЫ ИВД";"919184208";
"01.02.10.43.506";"МНОЖЕСТВЕННЫЕ ВИДЫ YERSINIA SPP. АНТИТЕЛА ИММУНОГЛОБУЛИН A (IGA)/IGG/IGM ИВД";"919184211";
"01.02.10.43.507";"МНОЖЕСТВЕННЫЕ ВИДЫ БАКТЕРИЙ STAPHYLOCOCCUS SPP. ИЗОЛЯТА КУЛЬТУРЫ ИВД";"919184213";
"01.02.10.43.489";"МНОЖЕСТВЕННЫЕ ВИДЫ CAMPYLOBACTER SPP. АНТИГЕНЫ ИВД";"919184215";
"01.02.10.43.490";"МНОЖЕСТВЕННЫЕ ВИДЫ CANDIDA ИВД";"919184217";
"01.02.10.43.491";"МНОЖЕСТВЕННЫЕ ВИДЫ CHLAMYDIA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД";"919184219";
"01.02.10.43.492";"МНОЖЕСТВЕННЫЕ ВИДЫ EHRLICHIA SPP. НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184221";
"01.02.10.43.493";"МНОЖЕСТВЕННЫЕ ВИДЫ ENTEROBACTERIACEAE ОПРЕДЕЛЕНИЕ ИЗОЛЯТА КУЛЬТУРЫ ИВД";"919184223";
"01.02.10.43.509";"МНОЖЕСТВЕННЫЕ ВИДЫ БАКТЕРИЙ СВЯЗАННЫЕ С ПЕРИОДОНТИТОМ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184225";
"01.02.10.43.510";"МНОЖЕСТВЕННЫЕ ВИДЫ БАКТЕРИЙ СВЯЗАННЫХ С БОЛЕЗНЯМИ ЖКТ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184227";
"01.02.10.43.511";"МНОЖЕСТВЕННЫЕ ВИДЫ ГРАМОТРИЦАТЕЛЬНЫХ БАКТЕРИЙ ОПРЕДЕЛЕНИЕ ИЗОЛЯТА КУЛЬТУРЫ ИВД";"919184229";
"01.02.10.43.512";"МНОЖЕСТВЕННЫЕ ВИДЫ ГРИБОВ ЭКЗОАНТИГЕНЫ ИВД";"919184231";
"01.02.10.43.514";"МНОЖЕСТВЕННЫЕ ВИДЫ МИКРООРГАНИЗМОВ СВЯЗАННЫЕ С МЕНИНГИТОМ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184233";
"01.02.10.43.516";"МНОЖЕСТВЕННЫЕ ВИРУСЫ ГЕМОРРАГИЧЕСКОЙ ЛИХОРАДКИ НУКЛЕИНОВАЯ КИСЛОТА ИВД";"919184236";
"01.02.10.43.520";"МНОЖЕСТВЕННЫЕ ГЕЛЬМИНТЫ ИВД";"919184238";
"01.02.10.43.519";"МНОЖЕСТВЕННЫЕ ВИРУСЫ СВЯЗАННЫЕ С РЕСПИРАТОРНЫМИ ЗАБОЛЕВАНИЯМИ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184240";
"01.02.10.43.857";"УСТРОЙСТВО ДЛЯ ИНОКУЛЯЦИИ МИКРОБИОЛОГИЧЕСКОГО ОБРАЗЦА/ШТРИХОВАНИЯ/ВЫДЕЛЕНИЯ КУЛЬТУРЫ ИЗ КОЛОНИИ И ПОСЕВОВ ИВД";"919184244";
"01.02.10.43.858";"УСТРОЙСТВО ДЛЯ МИКРОСКОПИИ ПАРАЗИТОВ В ПРОТОЧНОЙ КЮВЕТЕ";"919184247";
"01.02.10.43.38.01";"BACILLUS ANTHRACIS АНТИГЕНЫ ИВД, НАБОР, ПРЯМОЙ ФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ";"919184249";
"01.02.10.43.38.02";"BACILLUS ANTHRACIS АНТИГЕНЫ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ";"919184251";
"01.02.10.43.38.03";"BACILLUS ANTHRACIS НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ";"919184253";
"01.02.10.43.784.01";"СИНДРОМ ЖИЛЬБЕРА, ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ";"919184255";
"01.02.10.43.297.01";"ГЛОБУЛИН, СВЯЗЫВАЮЩИЙ ПОЛОВЫЕ ГОРМОНЫ ИВД, РЕАГЕНТ";"919184257";
"01.02.10.43.297.02";"ГЛОБУЛИН, СВЯЗЫВАЮЩИЙ ПОЛОВЫЕ ГОРМОНЫ ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)";"919184259";
"01.02.10.43.297.03";"ГЛОБУЛИН, СВЯЗЫВАЮЩИЙ ПОЛОВЫЕ ГОРМОНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"919184261";
"01.02.10.43.521";"МНОЖЕСТВЕННЫЕ ГЕМОКОНТАКТНЫЕ ИНФЕКЦИИ АНТИГЕНЫ/АНТИТЕЛА ИВД";"919184263";
"01.02.10.43.331.01";"ЖИРНЫЕ КИСЛОТЫ ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ";"919184265";
"01.02.10.43.535.01";"МНОЖЕСТВЕННЫЕ МАРКЕРЫ СЕРДЕЧНО-СОСУДИСТЫХ ЗАБОЛЕВАНИЙ ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ";"919184267";
"01.02.10.43.535.02";"МНОЖЕСТВЕННЫЕ МАРКЕРЫ СЕРДЕЧНО-СОСУДИСТЫХ ЗАБОЛЕВАНИЙ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ";"919184269";
"01.02.10.43.854.01";"ТРОФОБЛАСТИЧЕСКИЙ БЕТА-1-ГЛИКОПРОТЕИН ИВД, РЕАГЕНТ";"919184271";
"01.02.10.43.854.02";"ТРОФОФОБЛАСТИЧЕСКИЙ БЕТА-1-ГЛИКОПРОТЕИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"919184273";
"01.02.10.43.40.01";"BARTONELLA QUINTANA АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ";"919184276";
"01.02.10.43.520.01";"МНОЖЕСТВЕННЫЕ ГЕЛЬМИНТЫ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ";"919184278";
"01.02.10.43.520.02";"МНОЖЕСТВЕННЫЕ ГЕЛЬМИНТЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"919184280";
"01.02.10.43.445.01";"МЕТИЛЕНТЕТРАГИДРОФОЛАТРЕДУКТАЗА ДЕФИЦИТ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ";"919184282";
"01.02.10.43.241";"ВИРУСЫ БЕШЕНСТВА ИВД";"919184284";
"01.02.10.43.522";"МНОЖЕСТВЕННЫЕ ГЕНЕТИЧЕСКИЕ МАРКЕРЫ РАКА МОЛОЧНОЙ ЖЕЛЕЗЫ ИВД";"919184286";
"01.02.10.43.242";"ВИРУСЫ ВЕТРЯНОЙ ОСПЫ ИВД";"919184288";
"01.02.10.43.243";"ВИРУСЫ ГЕПАТИТА";"919184290";
"01.02.10.43.29";"10% НЕЙТРАЛЬНЫЙ ФОРМАЛИН ИВД";"919184292";
"01.02.10.43.32";"2-ЭТИЛИДИН-1,5-ДИМЕТИЛ-3,3-ДИФЕНИЛПИРРОЛИДИН ИВД";"919184294";
"01.02.10.43.34";"5-НУКЛЕОТИДАЗА ИВД";"919184296";
"01.02.10.43.646";"ОПРЕДЕЛЕНИЕ ГРУПП КРОВИ";"919184298";
"01.02.10.43.37";"ASPERGILLUS FUMIGATUS ИВД";"919184300";
"01.02.10.43.38";"BACILLUS ANTHRACIS ИВД";"919184303";
"01.02.10.43.41";"BORDETELLA PERTUSSIS ИВД";"919184305";
"01.02.10.43.42";"BORRELIA AFZELII ИВД";"919184307";
"01.02.10.43.523";"МНОЖЕСТВЕННЫЕ ГЕРПЕСВИРУСЫ ЧЕЛОВЕКА НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184309";
"01.02.10.43.43";"BORRELIA BURGDORFERI ИВД";"919184311";
"01.02.10.43.44";"BORRELIA GARINII ИВД";"919184313";
"01.02.10.43.45";"BORRELIA MIYAMOTOI ИВД";"919184315";
"01.02.10.43.46";"BRUCELLA ABORTUS ОБЩИЕ АНТИТЕЛА ИВД";"919184317";
"01.02.10.43.47";"BURKHOLDERIA НУКЛЕИНОВАЯ КИСЛОТА ИВД";"919184319";
"01.02.10.43.48";"B-КЛЕТОЧНАЯ ЛИМФОМА ИВД";"919184321";
"01.02.10.43.49";"CAMPYLOBACTER ИВД";"919184323";
"01.02.10.43.50";"CANDIDA ALBICANS ИВД";"919184325";
"01.02.10.43.386";"КЛЕТОЧНЫЕ МАРКЕРЫ ИВД";"919184327";
"01.02.10.43.52";"CD31 МАРКЕР ЭНДОТЕЛИАЛЬНЫХ КЛЕТОК ИВД";"919184329";
"01.02.10.43.525";"МНОЖЕСТВЕННЫЕ ИММУНОСУПРЕССОРЫ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД";"919184332";
"01.02.10.43.527";"МНОЖЕСТВЕННЫЕ ИНФЕКЦИИ ПЕРЕДАЮЩИЕСЯ ПОЛОВЫМ ПУТЕМ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184334";
"01.02.10.43.528";"МНОЖЕСТВЕННЫЕ ИНФЕКЦИИ/TORCH-ИНФЕКЦИИ СКРИНИНГ ИВД";"919184336";
"01.02.10.43.851";"ТРОМБОЦИТАРНЫЙ АНТИГЕН ЧЕЛОВЕКА СКРИНИНГ/ИДЕНТИФИКАЦИЯ МНОЖЕСТВЕННЫХ АНТИТЕЛ ИВД";"919184338";
"01.02.10.43.852";"ТРОМБОЦИТЫ ПОДСЧЕТ КЛЕТОК ИВД";"919184340";
"01.02.10.43.53";"CD56 МОЛЕКУЛА АДГЕЗИИ НЕРВНЫХ КЛЕТОК-1 ИВД";"919184342";
"01.02.10.43.54";"CD61 ТРОМБОЦИТАРНЫЙ ГЛИКОПРОТЕИН IIIА МАРКЕР ИВД";"919184344";
"01.02.10.43.55";"CHLAMYDIA ИВД";"919184346";
"01.02.10.43.56";"CLOSTRIDIUM ИВД";"919184348";
"01.02.10.43.57";"COCCIDIOIDES IMMITIS ИВД";"919184350";
"01.02.10.43.58";"CORYNEBACTERIUM DIPHTHERIAE ИВД";"919184352";
"01.02.10.43.60";"COXIELLA BURNETII ИВД";"919184355";
"01.02.10.43.529";"МНОЖЕСТВЕННЫЕ КАТЕХОЛАМИНЫ ИВД";"919184357";
"01.02.10.43.545";"МНОЖЕСТВЕННЫЕ СЕРОГРУППЫ БЕТА-ГЕМОЛИТИЧЕСКИХ СТРЕПТОКОККОВ АНТИГЕНЫ ИВД";"919184359";
"01.02.10.43.546";"МНОЖЕСТВЕННЫЕ ТКАНЕ-АССОЦИИРОВАННЫЕ БЕЛКИ/ОПУХОЛЕВЫЕ МАРКЕРЫ ИВД";"919184361";
"01.02.10.43.774.01";"СВОБОДНЫЙ ТЕСТОСТЕРОН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"919184363";
"01.02.10.43.687.01";"ПОГЛОЩЕНИЕ ТИРЕОИДНЫХ ГОРМОНОВ (Т-ЗАХВАТ) ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)";"919184365";
"01.02.10.43.330.01";"ЖИДКОСТНАЯ ХРОМАТОГРАФИЯ/МАСС-СПЕКТРОМЕТРИЧЕСКИЙ АНАЛИЗ ПОДГОТОВКА ОБРАЗЦА ИВД, НАБОР";"919184367";
"01.02.10.43.282.01";"ГЕМОГЛОБИН S (HBS) ИВД, РЕАГЕНТ";"919184369";
"01.02.10.43.282.02";"ГЕМОГЛОБИН Н (HBН) ИВД, РЕАГЕНТ";"919184371";
"01.02.10.43.75.01";"HLA II АНТИТЕЛА ИДЕНТИФИКАЦИОННАЯ ПАНЕЛЬ ИВД, НАБОР, СОРТИРОВКА ФЛУОРЕСЦЕНТНО-АКТИВИРОВАННЫХ КЛЕТОК/ПРОТОЧНАЯ ЦИТОМЕТРИЯ";"919184374";
"01.02.10.43.75.02";"HLA II КЛАССА АНТИГЕНЫ ТИПИРОВАНИЕ ТКАНЕЙ ПО НУКЛЕИНОВОЙ КИСЛОТЕ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ";"919184376";
"01.02.10.43.62";"C-РЕАКТИВНЫЙ БЕЛОК (СРБ) ИВД";"919184378";
"01.02.10.43.533";"МНОЖЕСТВЕННЫЕ МАРКЕРЫ ЗРЕЛЫХ ЛИМФОЦИТОВ ИВД";"919184380";
"01.02.10.43.63";"D-ДИМЕРЫ ИВД";"919184382";
"01.02.10.43.64";"ECHINOCOCCUS GRANULOSUS ИВД";"919184384";
"01.02.10.43.66";"ESCHERICHIA COLI ИВД";"919184386";
"01.02.10.43.67";"FRANCISELLA TULARENSIS ИВД";"919184388";
"01.02.10.43.68";"F-АКТИН АНТИТЕЛА ИВД";"919184390";
"01.02.10.43.69";"GARDNERELLA VAGINALIS АНТИГЕНЫ ИВД";"919184392";
"01.02.10.43.70";"GIARDIA LAMBLIA ИВД";"919184394";
"01.02.10.43.72";"HELICOBACTER PYLORI ИВД";"919184396";
"01.02.10.43.73";"HLA I И II КЛАССА ИВД";"919184398";
"01.02.10.43.74";"HLA I КЛАССА ИВД";"919184400";
"01.02.10.43.534";"МНОЖЕСТВЕННЫЕ МАРКЕРЫ ОСТРОЙ ПОЧЕЧНОЙ НЕДОСТАТОЧНОСТИ ИВД";"919184403";
"01.02.10.43.75";"HLA II КЛАССА ИВД";"919184405";
"01.02.10.43.84";"KI67 АНТИГЕН ИВД";"919184407";
"01.02.10.43.87";"LEGIONELLA PNEUMOPHILA ИВД";"919184409";
"01.02.10.43.90";"LISTERIA MONOCYTOGENES ИВД";"919184411";
"01.02.10.43.91";"L-ФУКОЗА ИВД";"919184413";
"01.02.10.43.95";"MSB КРАСИТЕЛЬ ИВД";"919184415";
"01.02.10.43.99";"MYCOPLASMA ИВД";"919184417";
"01.02.10.43.106";"P16 АНТИГЕН ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ";"919184419";
"01.02.10.43.547";"МНОЖЕСТВЕННЫЕ ТКАНЕСПЕЦИФИЧНЫЕ БЕЛКИ/ ОПУХОЛЕВЫЕ МАРКЕРЫ ИВД";"919184421";
"01.02.10.43.551";"МНОЖЕСТВЕННЫЕ ЦИТОКЕРАТИНОВЫЕ ФИЛАМЕНТЫ НИЗКОГО МОЛЕКУЛЯРНОГО ВЕСА ИВД";"919184423";
"01.02.10.43.537";"МНОЖЕСТВЕННЫЕ МИКРООРГАНИЗМЫ НЕОНАТАЛЬНЫХ ИНФЕКЦИЙ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184425";
"01.02.10.43.552";"МНОЖЕСТВЕННЫЕ ЦИТОПЛАЗМАТИЧЕСКИЕ АНТИ-НЕЙТРОФИЛЬНЫЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)";"919184427";
"01.02.10.43.553";"МНОЖЕСТВЕННЫЕ ЭЛЕКТРОЛИТЫ ИВД";"919184429";
"01.02.10.43.555";"МНОЖЕСТВЕННЫЙ ИММУНОГЕМАТОЛОГИЧЕСКИЙ ТЕСТ ИВД";"919184432";
"01.02.10.43.557";"МОДИФИЦИРОВАННЫЙ ЦИТРУЛЛИНИРОВАННЫЙ ВИМЕНТИН АНТИТЕЛА ИВД";"919184434";
"01.02.10.43.558";"МОКСАЛАКТАМ ИВД";"919184436";
"01.02.10.43.559";"МОКСИФЛОКСАЦИН ИВД";"919184438";
"01.02.10.43.560";"МОНОСПЕЦИФИЧЕСКИЙ ИММУНОГЛОБУЛИН К ЧЕЛОВЕЧЕСКОМУ ГЛОБУЛИНУ ИВД";"919184440";
"01.02.10.43.563";"МОЧЕВИНА ДИФФЕРЕНЦИРУЮЩИЙ ДИСК ИВД";"919184442";
"01.02.10.43.565";"МОЮЩИЕ/ЧИСТЯЩИЕ РАСТВОРЫ ИВД";"919184444";
"01.02.10.43.567";"МРЗС НУКЛЕИНОВЫЕ КИСЛОТЫ ИЗОЛЯТА КУЛЬТУРЫ ИВД";"919184446";
"01.02.10.43.538";"МНОЖЕСТВЕННЫЕ МИКРООРГАНИЗМЫ ТРОПИЧЕСКИХ ИНФЕКЦИЙ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184448";
"01.02.10.43.540";"МНОЖЕСТВЕННЫЕ ОРГАНИЗМЫ СВЯЗАННЫЕ С ВАГИНИТОМ НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184450";
"01.02.10.43.541";"МНОЖЕСТВЕННЫЕ ОРТОПОКСВИРУСЫ НУКЛЕИНОВАЯ КИСЛОТА ИВД";"919184452";
"01.02.10.43.543";"МНОЖЕСТВЕННЫЕ РЕСПИРАТОРНЫЕ ПАТОГЕНЫ АНТИГЕНЫ ИВД";"919184454";
"01.02.10.43.544";"МНОЖЕСТВЕННЫЕ СD-КЛЕТОЧНЫЕ МАРКЕРЫ ИВД";"919184456";
"01.02.10.43.568";"МУКОВИСЦИДОЗ (КИСТОЗНЫЙ ФИБРОЗ) ИВД";"919184458";
"01.02.10.43.569";"МУПИРОЦИН ИВД";"919184461";
"01.02.10.43.570";"МУТАЦИЯ ГЕНА ИВД";"919184463";
"01.02.10.43.572";"МУЦИН ИВД";"919184465";
"01.02.10.43.573";"МЫШЕЧНОСПЕЦИФИЧЕСКИЙ АЛЬФА/ГАММА АКТИН ИВД";"919184467";
"01.02.10.43.574";"НАБОР БУЛЬОНОВ ДЛЯ ГЕМОКУЛЬТУРЫ ИВД";"919184469";
"01.02.10.43.575";"НАБОР ДЛЯ ОПРЕДЕЛЕНИЯ КОНЦЕНТРАЦИИ ГЕМОГЛОБИНА ЦИАНМЕТГЕМОГЛОБИНОВЫМ МЕТОДОМ";"919184471";
"01.02.10.43.576";"НАБОР ДЛЯ ОПРЕДЕЛЕНИЯ ЧУВСТВИТЕЛЬНОСТИ БАКТЕРИЙ К МНОЖЕСТВУ АНТИБАКТЕРИАЛЬНЫХ ПРЕПАРАТОВ ИВД";"919184473";
"01.02.10.43.454";"МИНИМАЛЬНАЯ ИНГИБИРУЮЩАЯ КОНЦЕНТРАЦИЯ (МИК) МНОЖЕСТВА ПРОТИВОГРИБКОВЫХ ПРЕПАРАТОВ ИВД";"919184476";
"01.02.10.43.455";"МИНОЦИКЛИН ИВД";"919184478";
"01.02.10.43.456";"МИОГЕНИН ИВД";"919184480";
"01.02.10.43.626";"ОБЩИЙ ТРИЙОДТИРОНИН (ТТ3) ИВД";"919184482";
"01.02.10.43.627";"ОБЩИЙ ХОЛЕСТЕРИН ИВД";"919184484";
"01.02.10.43.628";"ОБЩИЙ ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА (ХГЧ) ИВД";"919184486";
"01.02.10.43.637";"ОКСАЛАТ ИВД";"919184488";
"01.02.10.43.639";"ОКСИКОДОН ИВД";"919184490";
"01.02.10.43.641";"ОКСИТОЦИНАЗА ИВД";"919184492";
"01.02.10.43.649";"ОПРЕДЕЛЕНИЕ ХРОМОГЕНА ИВД";"919184494";
"01.02.10.43.437";"МЕЛАНОМА СПЕЦИФИЧЕСКИЙ БЕЛОК ИВД";"919184496";
"01.02.10.43.652";"ОСАДОК МОЧИ ИВД";"919184498";
"01.02.10.43.659";"ПАНКРЕАТИЧЕСКИЙ СЕКРЕТОРНЫЙ ИНГИБИТОР ТРИПСИНА ИВД";"919184500";
"01.02.10.43.662";"ПАПАНИКОЛАУ КРАСИТЕЛЬ ИВД";"919184502";
"01.02.10.43.665";"ПАРВОВИРУСЫ В19 ИВД";"919184505";
"01.02.10.43.673";"ПИРУВАТ ИВД";"919184507";
"01.02.10.43.680";"ПЛАЗМАЛОГЕНЫ ЭРИТРОЦИТОВ ИВД";"919184509";
"01.02.10.43.682";"ПЛАЗМИНОГЕН ИВД";"919184511";
"01.02.10.43.686";"ПЛОСКОКЛЕТОЧНЫЙ РАК АНТИГЕН ИВД";"919184513";
"01.02.10.43.687";"ПОГЛОЩЕНИЕ ТИРЕОИДНЫХ ГОРМОНОВ (Т-ЗАХВАТ) ИВД";"919184515";
"01.02.10.43.00";"ПОДСИНЯЮЩИЙ РАСТВОР ИВД";"919184517";
"01.02.10.43.438";"МЕРОПЕНЕМ ИВД";"919184519";
"01.02.10.43.691";"ПОДСЧЕТ КЛЕТОК КРОВИ ИВД";"919184521";
"01.02.10.43.693";"ПОЛИВАЛЕНТНЫЕ ЧЕЛОВЕЧЕСКИЕ ИММУНОГЛОБУЛИНЫ ИВД";"919184523";
"01.02.10.43.696";"ПОРФОБИЛИНОГЕН ИВД";"919184525";
"01.02.10.43.681";"ПЛАЗМИН ИВД";"919184527";
"01.02.10.43.700";"ПРЕАЛЬБУМИН (ТРАНСТИРЕТИН) ИВД";"919184529";
"01.02.10.43.703";"ПРИМИДОН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД";"919184531";
"01.02.10.43.705";"ПРОГЕСТЕРОН ИВД";"919184534";
"01.02.10.43.707";"ПРОДУКТЫ ДЕГРАДАЦИИ ФИБРИНА (ПДФ) ИВД";"919184536";
"01.02.10.43.709";"ПРОКАИНАМИД ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД";"919184538";
"01.02.10.43.710";"ПРОКАЛЬЦИТОНИН ИВД";"919184540";
"01.02.10.43.443";"МЕТЕНАМИНОВОЕ СЕРЕБРО ДЛЯ ОКРАСКИ ПО ГРОКОТТУ (GMS) ИВД";"919184542";
"01.02.10.43.107";"P504S ИВД, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТАТИВНОЙ МЕТКОЙ";"919184544";
"01.02.10.43.650";"ОПУХОЛЕВЫЕ БЕЛКИ ИВД";"919184546";
"01.02.10.43.112";"SARS КОРОНАВИРУС ИВД";"919184548";
"01.02.10.43.116";"SPIROCHETE КРАСИТЕЛЬ ИВД";"919184550";
"01.02.10.43.124";"TOXOPLASMA GONDII ИВД";"919184552";
"01.02.10.43.125";"TREPONEMA PALLIDUM ИВД";"919184554";
"01.02.10.43.127";"TRICHOMONAS VAGINALIS ИВД";"919184556";
"01.02.10.43.130";"UREAPLASMA UREALYTICUM ИВД";"919184558";
"01.02.10.43.459";"МИТОХОНДРИАЛЬНЫЕ АНТИТЕЛА М2 ИВД";"919184560";
"01.02.10.43.460";"МЛУ-ТБ/ШЛУ-ТБ (MDR-TB/XDR-TB) M. TUBERCULOSIS КОМПЛЕКС НУКЛЕИНОВЫЕ КИСЛОТЫ ИВД";"919184563";
"01.02.10.43.444";"МЕТИЛЕНОВЫЙ СИНИЙ РАСТВОР ИВД";"919184565";
"01.02.10.43.445";"МЕТИЛЕНТЕТРАГИДРОФОЛАТРЕДУКТАЗА ДЕФИЦИТ ИВД";"919184567";
"01.02.10.43.447";"МЕТИЛОВЫЙ ОРАНЖЕВЫЙ РАСТВОР ИВД";"919184569";
"01.02.10.43.448";"МЕТОТРЕКСАТ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД";"919184571";
"01.02.10.43.449";"МЕТРОНИДАЗОЛ ИВД";"919184573";
"01.02.10.43.461";"МНОЖЕСТВЕННАЯ ВРОЖДЕННАЯ АНЕУПЛОИДИЯ СКРИНИНГ ИВД";"919184575";
"01.02.10.43.462";"МНОЖЕСТВЕННАЯ ФОРМЫ 25-ГИДРОКСИВИТАМИНА D ИВД";"919184577";
